floor_number,no_of_flats,flat_area_sft,no_of_rooms,sand_tons,cement_tons,no_of_bricks,labour_count,labour_hours
7,1,1089,2,32.25,23.52,5963,10,60
4,4,479,6,9.3,5.89,2529,4,44
7,3,1366,3,34.66,31.84,9296,13,156
9,3,1565,3,40.2,31.63,9908,15,120
1,2,1583,2,28.5,24.02,10244,15,120
1,1,1889,6,40.73,38.92,12400,18,144
0,2,701,5,16.87,14.39,3724,7,56
8,3,1105,3,20.08,14.26,7546,11,110
5,4,430,3,10.01,8.71,2839,4,48
1,1,745,1,18.97,14.04,3804,7,77
2,4,1846,4,51.75,25.64,11921,18,126
1,2,1769,3,41.21,39.21,9495,17,204
4,4,1898,5,50.59,43.34,10699,18,144
3,1,924,5,17.14,19.06,5138,9,99
10,3,1127,6,31.81,20.57,5773,11,66
9,1,1823,1,41.05,22.78,11300,18,144
1,3,663,4,16.21,11.08,3397,6,42
9,1,928,5,22.43,14.29,5563,9,63
7,4,425,1,12.04,6.04,2156,4,44
6,3,702,5,14.57,12.46,3947,7,56
10,4,681,5,14.69,12.19,4028,6,48
7,4,1012,3,22.92,20.62,6138,10,60
4,4,468,4,8.47,8.98,2641,4,28
10,3,1833,1,34.94,41.93,10496,18,162
9,1,1823,4,35.67,29.35,9696,18,198
0,3,622,6,18.36,10.36,3454,6,48
2,1,1676,3,41.95,28.83,10540,16,192
6,2,1676,2,46.51,28.8,8659,16,160
7,1,478,6,13.98,7.76,2646,4,24
6,2,1258,2,24.33,19.37,7680,12,72
3,3,379,1,9.33,8.65,2469,3,30
7,3,916,3,20.54,19.0,6395,9,99
7,3,1408,5,29.49,24.97,8134,14,84
8,3,1615,6,30.92,40.34,9592,16,160
8,1,820,2,15.97,13.43,4599,8,64
5,3,375,1,8.83,5.2,2220,3,30
3,3,1546,4,29.74,21.83,8403,15,135
6,2,1123,4,33.06,13.97,7136,11,110
6,2,828,4,16.79,16.98,4603,8,80
5,1,1144,4,30.89,21.73,5767,11,99
6,4,1556,5,38.33,35.5,9485,15,150
8,3,960,1,21.42,14.2,6622,9,72
0,1,1595,4,36.33,32.51,9763,15,105
4,1,717,6,16.43,14.74,4781,7,77
10,1,596,1,14.76,14.39,3473,5,55
4,1,1364,6,27.44,28.06,7123,13,78
5,4,1356,1,34.37,18.16,7272,13,104
3,3,939,5,21.12,20.49,6168,9,81
8,4,716,2,13.4,12.78,3827,7,42
8,2,319,2,6.34,6.98,2212,3,33
10,4,439,3,8.68,8.36,2879,4,32
8,1,1077,2,20.08,13.01,6821,10,110
3,3,1060,6,25.51,17.64,7257,10,70
10,1,394,1,9.13,5.27,2743,3,33
7,4,1739,3,50.36,31.59,9520,17,102
8,3,1576,3,43.85,27.83,9687,15,165
10,3,1225,6,31.1,24.93,8152,12,132
4,2,1526,2,29.72,37.07,8927,15,120
3,2,935,6,20.54,23.32,6521,9,99
6,3,1933,5,34.83,30.26,10601,19,209
1,3,413,1,11.88,8.93,2722,4,28
2,4,1594,5,31.53,22.88,8230,15,120
1,4,659,5,13.44,14.17,3610,6,54
8,3,675,3,16.48,15.08,3849,6,66
1,4,1781,1,42.6,28.32,10871,17,170
7,1,941,2,19.35,20.74,5304,9,63
6,2,1161,3,25.43,18.7,7116,11,77
9,1,794,4,17.49,18.49,4045,7,77
8,3,940,5,24.89,17.95,5824,9,72
2,2,1746,3,39.44,38.42,12215,17,102
10,4,1492,4,29.3,26.35,8981,14,140
4,1,924,4,19.82,13.32,5694,9,108
8,2,1611,2,29.86,23.29,8241,16,176
9,4,1223,5,36.17,24.63,7176,12,72
2,4,982,4,19.45,15.44,5232,9,90
10,4,1574,5,28.71,33.45,10061,15,135
7,1,1471,5,31.63,22.3,8362,14,84
10,4,1241,3,25.39,17.86,6263,12,132
8,4,359,3,10.76,6.24,2144,3,33
7,1,1302,2,37.64,26.83,8544,13,117
2,2,1512,6,32.93,29.61,9935,15,150
10,2,1701,6,41.84,26.49,9633,17,187
6,3,733,3,19.15,13.53,4835,7,63
2,4,490,3,9.52,10.09,2836,4,44
6,4,478,4,11.68,10.26,2780,4,48
3,1,347,3,7.34,4.77,1886,3,21
6,4,1022,2,24.04,18.7,5811,10,70
6,2,1601,5,29.66,37.23,9461,16,96
5,2,634,1,14.68,15.17,4012,6,60
10,3,1779,2,49.02,32.01,11717,17,153
3,3,861,4,19.62,10.43,5997,8,56
2,2,1737,4,50.71,38.3,9570,17,204
5,4,860,5,18.2,11.81,4531,8,96
6,1,904,3,23.62,17.06,5176,9,99
9,1,772,6,17.94,16.46,4257,7,49
1,4,864,4,22.86,10.86,4805,8,96
10,4,1650,2,49.28,39.21,10355,16,112
9,2,1701,5,40.72,31.26,10675,17,153
9,2,1498,1,30.06,20.58,9187,14,140
3,2,1106,1,24.15,19.9,6019,11,132
9,4,1448,4,42.16,25.61,7535,14,112
0,1,1899,5,36.54,26.03,11000,18,126
8,2,1546,3,33.89,19.84,8057,15,180
6,1,1632,4,38.45,29.13,10148,16,128
4,3,1697,4,43.1,41.83,10731,16,96
9,2,1426,2,26.63,19.56,9240,14,84
8,2,1007,2,28.81,23.75,5600,10,100
9,3,1770,4,46.09,41.78,10753,17,119
6,1,1344,2,36.75,30.86,7729,13,78
10,4,1676,2,30.18,21.56,9271,16,192
6,4,729,4,20.36,16.71,3789,7,77
6,3,330,3,9.08,7.61,1851,3,27
1,4,1328,3,25.3,19.71,7905,13,130
8,1,481,3,9.01,11.69,2677,4,36
10,3,1449,2,29.01,20.42,8230,14,98
7,4,1377,1,26.77,26.67,9555,13,130
6,3,1328,6,32.2,28.51,7042,13,91
0,3,1606,6,38.23,23.32,10648,16,160
0,1,951,5,21.92,21.19,5774,9,90
10,2,1209,1,31.96,21.13,7631,12,120
7,2,1145,3,27.13,28.54,7142,11,99
0,4,1300,3,28.6,30.59,8775,13,104
7,2,1439,1,36.82,23.16,9926,14,112
0,1,1968,2,49.81,42.75,11588,19,209
9,1,482,6,12.27,9.42,3180,4,36
6,1,1097,6,23.95,25.29,6007,10,80
0,2,1370,3,27.73,22.52,9382,13,130
6,3,628,6,14.23,7.66,4242,6,66
1,2,640,5,15.19,15.83,4105,6,54
6,2,1932,1,53.79,33.89,11336,19,114
4,3,380,5,10.24,7.87,2450,3,27
3,4,1756,6,42.56,28.95,9124,17,153
3,1,1326,4,39.16,27.05,6952,13,130
6,1,787,4,19.91,16.08,4351,7,49
7,4,1180,2,26.72,27.31,7313,11,99
2,2,1572,4,34.25,32.75,10754,15,150
5,4,1428,6,32.25,19.84,9245,14,98
1,2,925,1,19.52,14.29,5270,9,72
7,1,938,6,25.08,20.43,5672,9,99
3,4,1975,5,58.85,40.43,13621,19,171
2,2,1437,5,27.99,24.77,7910,14,98
5,1,653,3,19.52,8.6,3601,6,54
3,3,464,5,8.58,9.54,2452,4,44
8,2,1887,5,34.77,29.1,11717,18,126
0,4,610,3,15.97,8.31,3377,6,60
10,1,397,1,10.14,5.99,2744,3,21
8,4,1000,2,19.26,21.3,6448,10,100
6,3,1969,4,37.28,41.28,11021,19,228
1,2,947,4,26.29,18.15,6050,9,99
8,1,1661,1,45.06,41.52,9409,16,128
3,2,849,3,16.97,18.8,4738,8,96
10,2,1051,4,26.48,23.95,5537,10,100
10,4,304,1,5.49,4.86,1695,3,21
0,2,1596,6,43.94,25.03,8673,15,165
2,1,703,3,20.55,17.2,3785,7,63
7,3,1395,2,38.01,31.31,7569,13,117
8,2,1996,3,45.59,43.15,10440,19,152
0,1,1240,5,24.87,28.86,6636,12,120
10,3,1702,1,35.41,35.96,10651,17,136
10,4,1771,3,32.64,26.16,10635,17,102
1,1,709,6,14.11,16.79,4571,7,42
10,1,1548,3,38.46,34.52,9618,15,165
1,4,1889,3,41.74,39.29,10587,18,108
10,3,1839,1,47.05,24.53,10754,18,216
8,3,434,4,8.67,10.26,2357,4,44
5,4,1875,1,53.71,34.89,10991,18,108
10,1,1213,5,25.97,27.19,6072,12,120
1,3,1996,6,53.93,35.19,13569,19,152
0,2,480,6,12.16,7.48,2862,4,44
6,4,529,1,14.0,6.76,2929,5,30
8,1,837,1,17.09,13.95,5397,8,88
4,2,770,2,14.52,17.66,3997,7,56
3,2,883,2,24.51,21.75,4772,8,64
2,3,433,3,11.73,9.92,2336,4,44
7,2,414,1,8.56,9.43,2379,4,40
1,1,1934,2,46.83,24.98,11839,19,152
3,4,1189,1,33.6,24.21,7934,11,66
5,4,428,1,10.03,10.64,2258,4,28
9,1,860,4,24.52,17.6,4386,8,96
1,3,1650,4,34.86,34.53,9087,16,144
6,1,1864,1,42.81,42.66,9335,18,162
6,1,1001,3,21.09,24.31,5462,10,60
3,2,700,2,18.31,15.32,4114,7,84
1,4,1012,2,21.65,23.14,5990,10,60
10,2,1235,4,22.37,30.65,7758,12,144
4,1,401,4,8.89,7.17,2093,4,28
2,3,340,6,7.37,8.13,2333,3,24
6,1,981,3,21.16,19.16,6597,9,72
8,1,1660,5,47.76,27.01,9752,16,112
6,4,565,1,15.64,10.96,3434,5,55
0,2,525,2,13.31,10.16,3531,5,60
9,1,416,3,11.56,9.35,2454,4,36
5,2,315,2,6.79,7.53,1857,3,24
5,1,1665,6,49.39,33.9,11070,16,96
3,1,540,6,13.2,12.87,2910,5,45
1,4,1394,1,35.47,27.98,9210,13,117
6,3,1092,6,25.19,24.73,7212,10,60
3,1,1990,1,37.83,49.41,13109,19,114
4,1,1554,2,34.98,18.89,8476,15,150
2,4,1058,6,24.25,12.94,6354,10,120
9,1,1321,5,27.55,24.12,8862,13,91
8,2,1033,3,25.97,20.62,6799,10,90
1,1,1723,6,39.65,28.36,11109,17,204
3,1,908,4,23.53,21.3,6337,9,81
6,4,637,3,15.43,9.6,3937,6,66
3,1,808,4,21.25,13.51,4621,8,56
5,3,1207,3,33.9,14.74,6633,12,120
2,4,1728,5,45.17,26.85,10533,17,204
8,1,618,3,15.89,7.95,3463,6,66
3,2,1332,2,25.11,17.53,8215,13,104
7,1,365,2,10.38,4.54,2433,3,18
1,1,1282,4,27.31,17.75,6504,12,120
10,1,961,6,25.51,19.75,5058,9,108
8,1,1487,1,44.12,26.94,8611,14,98
8,3,349,3,10.09,8.0,1993,3,36
8,1,1492,1,38.7,27.62,7868,14,98
2,3,1173,4,26.82,24.22,6955,11,88
9,4,1884,6,51.16,24.32,10756,18,144
0,3,1310,2,37.4,23.85,7991,13,91
1,2,328,6,7.93,4.03,1771,3,24
8,2,802,6,24.0,11.58,5107,8,80
3,1,1308,4,33.99,16.91,7696,13,130
4,1,402,6,9.17,6.43,2141,4,44
3,3,1360,4,24.57,26.65,8916,13,117
1,4,396,1,11.35,4.82,2557,3,30
7,3,715,6,19.69,9.64,3898,7,84
0,4,1249,2,27.95,29.42,7932,12,120
1,3,1446,1,26.03,19.26,7732,14,140
1,3,1881,6,45.47,26.9,11584,18,108
4,2,1526,6,45.43,25.5,8112,15,165
8,1,1450,6,29.26,24.74,9913,14,98
10,3,342,3,7.57,7.44,1915,3,24
6,1,438,2,11.41,8.01,2632,4,32
6,4,1010,2,24.86,22.93,5708,10,100
1,1,560,5,10.45,13.76,2910,5,60
6,1,350,2,10.28,6.2,1930,3,27
4,2,1614,5,41.54,24.58,8252,16,160
7,2,1859,5,39.34,39.64,10013,18,198
2,1,1153,2,22.32,28.68,7640,11,121
9,4,1989,3,49.58,28.97,10742,19,133
4,2,740,5,19.66,9.04,4664,7,70
2,4,859,6,20.86,15.64,4472,8,96
10,3,1328,6,29.65,32.77,6790,13,117
10,3,1093,4,25.85,14.43,6620,10,60
9,1,610,4,16.45,8.74,3204,6,72
4,3,607,3,13.47,15.04,4111,6,48
4,1,1567,1,44.66,35.17,9879,15,120
6,3,1215,3,25.44,16.54,7864,12,108
9,1,514,4,10.0,7.82,3103,5,60
6,1,428,6,10.35,7.61,2242,4,36
0,3,925,6,24.9,22.26,5966,9,63
7,3,1896,6,39.17,27.12,11264,18,216
3,1,1251,1,29.49,16.04,6783,12,108
1,3,1972,5,56.28,36.47,13748,19,133
7,1,1606,4,35.4,21.36,8191,16,160
6,3,895,4,24.15,14.79,4897,8,80
9,3,1850,2,42.45,35.74,10116,18,126
1,4,1084,1,25.83,17.25,7259,10,80
9,2,910,4,19.56,16.18,4805,9,63
3,2,1167,4,23.48,28.13,7973,11,110
1,1,1546,1,39.13,32.69,9690,15,120
1,4,1324,5,31.67,18.52,9001,13,130
2,1,1377,5,28.62,21.81,9428,13,156
1,4,1368,4,27.16,23.99,7872,13,143
2,4,1438,1,39.55,34.84,7751,14,126
7,2,540,6,12.6,10.64,3458,5,40
10,3,375,2,9.6,6.27,2064,3,27
8,3,1583,5,28.8,24.78,9667,15,120
2,1,1191,4,22.95,29.49,7544,11,77
2,4,1403,6,39.49,26.97,9203,14,154
2,2,420,4,8.16,5.39,2899,4,24
6,3,679,2,12.49,16.68,3964,6,60
1,4,508,1,9.28,7.44,2796,5,60
0,4,1539,4,31.88,25.0,8450,15,150
8,2,685,2,14.76,14.14,4536,6,48
0,3,740,3,20.72,13.45,3870,7,42
1,4,778,1,22.2,18.54,5147,7,49
0,3,1913,1,50.76,33.8,12607,19,209
9,2,822,3,21.79,10.02,4753,8,72
4,1,656,2,18.31,10.18,4222,6,54
4,1,1547,2,38.8,21.24,7987,15,120
3,2,409,3,9.66,5.94,2329,4,32
7,2,1415,4,42.41,19.37,9002,14,126
5,1,380,3,9.85,8.99,2347,3,36
6,4,571,6,14.65,13.15,3537,5,30
6,2,1552,2,37.11,26.27,8626,15,120
6,3,1883,1,52.1,24.62,12715,18,180
9,4,331,5,8.12,7.8,1958,3,21
4,3,1373,6,39.59,24.94,9578,13,78
9,4,1966,5,43.19,30.97,10572,19,133
7,2,401,5,8.24,6.91,2655,4,44
4,4,1548,6,38.77,37.39,8783,15,120
5,3,365,5,7.79,7.92,2208,3,18
7,1,1690,1,32.63,22.74,11651,16,96
7,2,887,3,23.78,13.43,5669,8,96
10,2,468,1,10.27,10.96,2697,4,40
6,2,1442,3,36.42,28.47,7436,14,140
1,4,326,4,6.64,3.95,1919,3,27
3,3,1426,2,36.92,35.38,8920,14,126
10,4,353,3,7.83,7.16,2239,3,24
0,3,1390,3,38.65,25.38,8725,13,91
6,2,961,2,18.33,16.33,6106,9,54
7,2,1645,3,37.57,20.56,10512,16,128
9,4,645,5,18.51,11.98,4341,6,72
9,4,752,5,17.28,11.04,5183,7,77
4,2,1211,2,22.74,20.35,8330,12,108
0,1,753,5,18.52,9.44,4805,7,77
2,2,994,6,20.24,16.22,5044,9,72
4,3,1602,4,39.91,32.48,8968,16,128
10,2,892,2,17.74,16.99,5257,8,56
2,4,948,3,17.38,21.49,5762,9,54
8,3,1471,2,32.49,23.64,9974,14,140
0,4,604,2,17.06,13.71,3375,6,42
1,2,672,1,15.44,15.31,4043,6,54
5,4,1872,6,53.82,24.46,10139,18,108
9,1,1122,5,23.35,20.26,6744,11,66
5,4,362,1,7.07,6.63,2177,3,18
7,4,830,1,22.49,18.08,4232,8,64
1,3,1817,1,52.45,40.74,12559,18,108
5,1,1935,2,53.2,41.65,11019,19,171
1,1,321,1,7.5,5.85,1700,3,33
7,2,1432,5,41.64,27.27,9748,14,168
3,3,1700,1,48.08,34.12,10097,17,153
3,4,1469,1,31.82,20.18,7387,14,168
2,4,778,2,15.76,16.43,5310,7,49
3,3,1104,6,23.08,23.05,7282,11,110
3,4,447,3,12.04,8.81,3091,4,40
1,4,936,4,22.62,15.83,6380,9,72
5,2,969,2,17.6,14.92,5169,9,63
9,3,1399,1,32.97,34.7,8338,13,104
5,3,798,5,22.06,18.41,4944,7,70
8,4,1832,6,43.34,42.71,9579,18,108
2,3,1519,1,32.51,20.82,9442,15,135
4,2,1718,6,50.38,30.65,10222,17,102
8,4,555,3,15.92,11.0,3458,5,60
3,2,1380,3,40.19,27.14,8737,13,78
0,4,448,1,12.8,7.26,2608,4,32
2,1,1343,2,29.63,33.16,6748,13,130
7,3,1670,6,31.08,21.6,8510,16,192
0,2,1552,2,30.41,34.46,8993,15,120
0,1,1733,1,45.16,21.63,9718,17,119
6,2,1730,6,34.02,23.61,11889,17,102
9,3,1659,6,41.77,31.62,8938,16,112
4,2,1286,4,29.43,18.27,6565,12,108
6,4,1266,6,27.31,31.58,7434,12,96
8,4,542,3,16.17,9.76,2949,5,60
8,3,604,2,12.87,8.04,3060,6,42
1,2,916,3,18.93,17.17,5496,9,90
9,1,846,6,19.72,21.06,5291,8,88
3,4,1235,4,35.45,19.09,8571,12,108
7,2,1252,2,37.38,20.65,6401,12,108
1,3,391,6,10.23,6.29,2205,3,30
0,2,1951,3,41.63,33.49,12557,19,114
4,4,1014,6,28.29,23.27,5310,10,60
8,1,1659,4,48.46,27.14,9752,16,112
4,2,1962,4,48.45,38.37,10272,19,171
3,2,1089,3,24.48,21.95,6291,10,100
3,2,1213,3,28.49,15.83,8467,12,84
1,4,1021,2,24.45,20.57,5593,10,60
8,4,1174,3,32.56,24.91,6234,11,99
4,3,1838,4,33.99,23.28,10452,18,126
6,3,1172,3,22.7,23.56,7839,11,110
5,1,630,6,12.92,15.51,3849,6,72
5,1,1951,3,35.94,30.52,11934,19,171
0,2,322,4,8.37,5.66,2231,3,18
2,1,1476,2,42.66,35.57,10263,14,112
5,4,749,1,16.87,13.6,3748,7,42
9,2,1164,6,29.81,24.8,6629,11,99
0,3,1083,3,23.59,18.57,6527,10,100
0,1,1870,3,54.95,22.59,11961,18,198
6,3,1014,2,24.82,24.31,6904,10,110
1,2,1102,2,27.2,21.01,6276,11,99
2,2,1501,5,35.32,33.88,10312,15,165
8,3,1517,1,39.66,21.19,10578,15,135
0,2,682,5,17.0,8.88,4232,6,72
1,2,1963,1,51.28,33.35,11033,19,190
10,1,1381,1,26.67,21.57,7568,13,156
8,3,1393,2,39.58,28.23,8173,13,91
10,2,449,3,8.45,9.05,2278,4,32
9,3,1344,6,25.33,17.61,7495,13,104
0,3,1693,5,46.7,34.6,9961,16,144
8,2,573,2,10.42,7.41,3392,5,30
10,2,1554,3,33.62,27.89,8024,15,135
6,4,815,6,22.75,10.59,4705,8,64
0,2,1197,3,30.85,22.17,6840,11,110
5,1,1464,6,37.8,26.06,9789,14,126
10,3,745,2,20.93,17.05,4520,7,77
9,2,1831,4,53.13,28.84,12755,18,144
6,4,522,5,14.4,6.43,2620,5,55
0,4,930,5,20.94,22.83,5546,9,54
2,4,1254,6,25.2,29.03,7216,12,72
9,1,1198,6,35.4,15.62,7254,11,88
5,4,1449,5,26.21,18.25,8101,14,84
6,4,1659,3,44.71,31.22,9872,16,192
3,4,898,6,24.32,11.21,5523,8,96
9,1,813,5,20.67,17.4,4421,8,96
8,2,586,3,14.86,12.92,3481,5,45
6,2,1666,2,43.44,28.25,9458,16,176
6,4,1908,4,49.63,34.28,10160,19,228
0,2,1389,3,28.61,19.35,8488,13,91
10,3,918,6,16.75,11.62,4625,9,54
5,1,1208,4,22.34,24.34,8271,12,144
8,2,1246,5,36.18,20.46,6352,12,144
7,4,1399,2,38.57,31.98,8339,13,78
2,1,779,1,15.64,16.72,5005,7,49
3,3,1805,5,32.64,31.97,10823,18,180
7,3,431,6,12.75,5.96,2156,4,36
10,4,1423,4,41.69,25.59,9016,14,140
3,2,1483,3,41.73,18.54,8625,14,140
2,2,398,3,11.88,6.61,2052,3,36
2,3,951,5,19.96,11.77,6502,9,90
4,2,479,3,13.37,5.93,2764,4,32
9,2,1466,3,29.39,19.05,9991,14,84
8,1,1614,6,31.52,32.53,9279,16,144
2,2,1298,3,23.9,32.04,7276,12,108
8,1,1930,4,44.17,42.32,13116,19,152
2,3,640,5,11.87,12.09,3710,6,54
7,4,409,1,7.92,8.18,2695,4,40
5,3,1964,6,48.05,33.98,10204,19,209
6,4,1456,2,34.92,17.68,7944,14,126
1,4,642,2,17.84,15.43,3786,6,42
1,1,493,2,13.3,9.31,3095,4,28
4,2,355,5,9.38,6.61,2264,3,21
9,4,1282,1,28.89,20.63,6507,12,108
8,4,1357,3,36.77,23.14,8347,13,78
9,4,729,5,14.72,12.12,4390,7,49
10,4,696,2,17.05,13.69,4337,6,60
9,2,1501,3,32.27,31.89,9776,15,180
2,4,1491,2,27.11,24.69,10337,14,84
2,2,1193,1,35.77,18.5,7087,11,88
4,3,1243,1,27.14,24.62,7041,12,96
8,2,1686,1,33.35,21.47,9813,16,96
7,2,1935,2,47.65,43.6,10888,19,190
2,2,1613,2,31.29,37.83,8187,16,176
3,3,890,3,19.69,12.16,5771,8,48
6,3,545,1,13.17,7.14,2945,5,60
3,2,1994,5,57.94,28.5,10767,19,171
5,2,744,3,15.55,10.79,3971,7,63
2,2,1107,6,22.41,17.82,7423,11,66
10,1,336,2,7.91,4.34,1867,3,18
6,3,1231,6,27.43,16.15,6414,12,84
7,3,1311,2,25.57,20.94,7984,13,104
9,3,1002,6,29.51,14.73,6082,10,70
10,1,960,6,28.76,11.7,6141,9,108
0,4,910,1,16.95,12.57,4632,9,81
0,2,483,1,11.94,9.1,2426,4,36
3,3,989,5,26.15,15.13,6891,9,99
2,3,1400,2,28.42,19.46,9107,14,112
5,4,1649,6,42.81,23.2,9173,16,96
7,3,1340,6,28.81,24.76,9262,13,78
10,2,1319,1,27.37,18.25,7048,13,104
10,2,474,1,12.03,10.59,2428,4,48
0,3,1262,6,23.15,19.55,8385,12,84
6,3,491,3,9.23,9.67,2539,4,32
0,3,1099,5,31.77,21.13,7462,10,110
7,4,954,6,28.11,22.76,5344,9,81
10,2,1960,4,57.83,44.04,12159,19,114
8,1,965,2,22.72,21.27,6027,9,81
3,4,1326,6,39.57,31.26,6830,13,104
7,2,1201,6,24.93,15.82,8273,12,120
3,4,912,5,21.46,17.7,5880,9,81
3,3,1844,4,35.33,25.77,10402,18,216
1,1,727,4,19.14,11.07,4649,7,42
8,1,1076,2,23.82,16.6,7162,10,110
10,2,368,5,6.67,7.17,2282,3,24
8,2,2000,2,54.23,47.8,11600,20,220
2,4,1062,1,23.94,21.7,6817,10,70
2,1,667,1,15.13,13.84,3666,6,48
5,4,834,5,19.17,20.35,4387,8,80
6,4,589,6,13.2,9.78,3125,5,35
9,4,391,1,10.81,7.53,2516,3,33
5,3,1762,5,43.38,25.57,10693,17,102
10,2,1714,4,38.97,25.08,10874,17,170
9,3,404,5,10.29,8.04,2451,4,48
2,2,954,2,21.78,21.2,4791,9,99
0,1,1516,2,36.64,30.52,9320,15,165
6,4,653,5,19.03,13.32,3681,6,60
3,3,392,2,8.19,9.47,2571,3,33
0,4,1209,2,27.32,23.96,6620,12,144
5,2,1699,2,40.67,35.38,11201,16,192
4,4,772,1,18.16,11.82,5010,7,84
4,2,645,5,14.09,11.64,3660,6,72
9,1,576,2,12.16,8.36,3566,5,55
4,2,1061,1,30.36,17.43,5494,10,80
0,3,778,1,14.02,12.88,5083,7,84
9,2,1585,3,47.18,22.08,8277,15,105
3,4,1255,5,36.34,27.97,7557,12,132
5,2,1411,4,38.97,31.89,8946,14,98
0,2,1878,3,50.5,22.97,10528,18,108
4,2,644,2,14.65,11.5,4339,6,54
7,2,363,5,6.92,5.14,2263,3,33
6,3,1873,1,45.64,26.64,12461,18,198
7,2,1223,5,31.31,23.91,7293,12,96
1,1,1201,5,24.45,26.47,7281,12,108
2,2,1529,3,35.53,34.27,9545,15,120
2,4,446,2,8.88,6.61,2701,4,48
3,4,1962,5,49.88,30.1,12356,19,133
7,1,1175,1,30.99,25.37,7576,11,121
2,2,1617,1,48.46,24.7,8113,16,96
8,3,1344,4,37.74,17.4,8238,13,117
3,4,344,4,7.94,4.94,1837,3,36
7,1,1981,1,56.07,28.57,10111,19,171
1,1,914,4,24.46,15.94,5176,9,72
1,2,1940,2,38.56,35.24,12264,19,209
10,4,1128,6,22.3,20.2,7400,11,132
1,3,1375,4,36.06,21.64,7439,13,130
9,1,872,6,23.7,14.97,5994,8,56
10,2,1167,6,26.97,17.18,7842,11,110
5,2,369,4,9.39,7.3,2391,3,33
1,3,883,1,25.87,14.93,5667,8,80
1,3,1460,5,36.06,29.53,8964,14,154
9,3,1384,4,25.92,30.71,6954,13,130
0,2,437,3,8.88,9.75,2228,4,44
7,2,1317,4,33.82,23.89,8939,13,156
5,3,1787,1,34.83,40.3,11089,17,187
6,4,426,4,8.49,9.33,2802,4,36
3,4,1761,3,49.87,32.17,10295,17,136
0,3,1271,3,30.66,22.34,6978,12,72
8,1,1723,5,50.65,25.94,9208,17,153
10,3,1664,2,34.4,33.77,10445,16,96
5,4,707,2,16.22,15.23,3754,7,56
0,4,1843,6,36.64,45.89,11867,18,144
5,2,1887,1,43.06,29.05,9604,18,216
9,2,583,4,15.39,7.34,3228,5,35
7,4,1588,6,41.75,31.97,10814,15,135
4,2,1646,6,48.36,34.13,9617,16,192
2,4,1392,5,38.62,33.15,8857,13,156
1,3,1507,2,38.18,31.21,7947,15,135
9,1,1878,6,38.55,40.67,9408,18,180
4,3,871,3,22.8,12.1,5691,8,48
4,2,1509,3,31.88,30.53,8560,15,135
1,4,1905,6,45.87,30.23,10902,19,133
1,2,723,6,15.17,14.04,3793,7,84
8,3,1180,3,24.47,24.32,6071,11,66
9,4,1710,5,35.7,21.18,10989,17,102
4,2,686,4,18.05,10.0,3647,6,42
0,4,1875,2,39.93,26.46,9813,18,144
0,4,1811,6,34.74,37.62,10764,18,162
5,2,706,5,19.23,8.83,4267,7,77
2,2,440,1,9.2,10.41,2295,4,28
10,4,1494,6,43.04,28.79,8013,14,140
7,2,1269,5,34.93,21.3,7980,12,132
3,4,1430,1,36.16,19.11,9170,14,112
2,2,1977,1,44.29,38.73,13420,19,152
6,1,449,6,10.58,7.78,2654,4,36
6,3,1735,4,31.71,24.96,9463,17,102
2,2,685,2,18.96,10.98,3689,6,60
5,3,325,5,7.05,6.48,1835,3,36
2,4,1232,4,25.37,29.65,6396,12,108
9,4,1782,6,49.6,38.42,11393,17,119
0,3,657,4,18.12,11.93,4248,6,48
9,2,1421,6,38.74,19.28,7730,14,168
10,3,855,2,19.02,10.66,5287,8,56
7,3,1602,2,31.03,38.67,9271,16,112
9,4,382,5,7.33,6.17,2240,3,33
8,1,587,1,14.24,9.9,3061,5,45
3,2,1002,3,21.15,24.76,6063,10,60
8,1,1507,2,42.24,36.13,8703,15,165
7,4,1211,5,27.27,15.52,7330,12,132
1,1,1116,6,21.5,24.61,5957,11,132
9,3,391,3,7.97,8.95,2444,3,30
6,4,1209,3,29.58,21.48,8348,12,72
1,2,1167,3,33.39,14.54,6711,11,66
6,2,1060,1,21.22,23.22,5954,10,100
10,4,437,1,10.95,5.51,3039,4,36
1,4,995,3,24.16,23.38,5100,9,54
5,1,786,6,18.88,18.62,5295,7,63
8,3,1780,2,43.9,23.89,11689,17,204
0,1,1059,2,30.85,23.11,7033,10,60
6,3,1086,6,28.66,19.28,6179,10,100
8,4,1308,6,36.22,25.64,7905,13,104
3,1,1466,4,43.29,31.83,9546,14,168
7,2,647,4,12.04,10.15,4247,6,48
2,4,304,3,8.01,4.42,1522,3,33
1,1,1936,3,51.39,28.63,12541,19,228
6,2,456,2,10.15,8.68,2641,4,28
3,1,1749,4,40.59,41.78,9957,17,187
9,1,1571,6,41.23,22.23,10690,15,120
9,2,842,6,18.04,11.79,4223,8,72
8,4,1662,6,45.86,30.93,10262,16,112
2,4,1969,2,54.29,45.89,10361,19,209
9,1,1945,3,54.77,33.86,12934,19,190
3,3,1555,2,29.51,30.54,9059,15,105
8,2,1145,2,26.49,14.23,6471,11,99
1,2,557,5,16.28,8.26,3281,5,40
3,3,914,5,21.37,19.42,6127,9,63
9,3,1177,5,30.46,15.53,7058,11,66
9,3,422,3,10.05,9.9,2869,4,24
7,2,1929,1,36.26,26.65,12655,19,171
8,2,776,6,16.29,12.23,4928,7,42
9,2,1197,5,26.95,15.24,6327,11,77
